idx,senetnce,Option A,Option B,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type
147,সৌৰজগতৰ প্ৰতিটো গ্ৰহৰ এটা কক্ষপথ আছে।,সৌৰজগতৰ সকলো গ্ৰহতে কেৱল এটা কক্ষপথ নাই,সৌৰজগতৰ সকলো গ্ৰহতে মাত্ৰ এটা কক্ষপথ আছে,B,inverse,প্ৰতিটো,universal,এটা,indefinite
148,দৌৰৰ প্ৰতিজন দৌৰবিদৰ এটা গতি আছে।,সকলো দৌৰবিদৰ গতি একে নহয়,সকলো দৌৰবিদৰ গতি একে,A,surface,প্ৰতিজন,universal,এটা ,indefinite
148,দৌৰৰ প্ৰতিজন দৌৰবিদৰ এটা গতি আছে।,সকলো দৌৰবিদৰ গতি একে,সকলো দৌৰবিদৰ গতি একে নহয়,B,surface,প্ৰতিজন,universal,এটা ,indefinite
149,অৰণ্যৰ প্ৰতিটো গছৰ এটা উচ্চতা থাকে।,অৰণ্যৰ সকলো গছত মাত্ৰ এটা উচ্চতা আছে,অৰণ্যৰ সকলো গছত কেৱল এটা উচ্চতা নাই,B,surface,প্ৰতিটো,universal,এটা ,indefinite
149,অৰণ্যৰ প্ৰতিটো গছৰ এটা উচ্চতা থাকে।,অৰণ্যৰ সকলো গছত কেৱল এটা উচ্চতা নাই,অৰণ্যৰ সকলো গছত মাত্ৰ এটা উচ্চতা আছে,A,surface,প্ৰতিটো,universal,এটা ,indefinite
150,পাৰ্কিং লটৰ প্ৰতিখন গাড়ীৰ এটা ৰং থাকে।,সকলো গাড়ীৰ ৰং একে,সকলো গাড়ীৰ ৰং একে নহয়,B,surface,প্ৰতিখন,universal,এটা ,indefinite
150,পাৰ্কিং লটৰ প্ৰতিখন গাড়ীৰ এটা ৰং থাকে।,সকলো গাড়ীৰ ৰং একে নহয়,সকলো গাড়ীৰ ৰং একে,A,surface,প্ৰতিখন,universal,এটা ,indefinite
151,শ্ৰেণীৰ প্ৰতিজন শিক্ষাৰ্থীৰ এখন বেলেগ পাঠ্যপুথি আছে।,মুঠতে এটাতকৈ অধিক পাঠ্যপুথি আছে,মুঠতে এটাতকৈ বেছি পাঠ্যপুথি নাই,A,surface,প্ৰতিজন,universal,এখন,indefinite
151,শ্ৰেণীৰ প্ৰতিজন শিক্ষাৰ্থীৰ এখন বেলেগ পাঠ্যপুথি আছে।,মুঠতে এটাতকৈ বেছি পাঠ্যপুথি নাই,মুঠতে এটাতকৈ অধিক পাঠ্যপুথি আছে,B,surface,প্ৰতিজন,universal,এখন,indefinite
152,"দলটোৰ সাতজন সদস্যসকল হৈছে A, B, C, D, E, F, আৰু G, যিসকলে প্ৰত্যেকেই পৃথক খেল খেলে।",সদস্য এ-জি-ত মুঠ এটাতকৈ অধিক খেল আছে,সদস্য এ-জি-ত মুঠএটাতকৈ অধিক খেল নাই,A,inverse,সাতজন,number,প্ৰত্যেকেই,universal
152,"দলটোৰ সাতজন সদস্যসকল হৈছে A, B, C, D, E, F, আৰু G, যিসকলে প্ৰত্যেকেই পৃথক খেল খেলে।",সদস্য এ-জি-ত মুঠএটাতকৈ অধিক খেল নাই,সদস্য এ-জি-ত মুঠ এটাতকৈ অধিক খেল আছে,B,inverse,সাতজন,number,প্ৰত্যেকেই,universal
